time_s,x_enu_m,y_enu_m,z_enu_m,vx_enu_m_s,vy_enu_m_s,vz_enu_m_s
25.668816421258484,-2.5861400797660448,391.8063205755741,1395.028946763512,-0.08789543416786591,13.830120751528861,-67.98083292845253
25.71097722997371,-2.589837115702543,392.38924934614556,1392.1549604345983,-0.08748245801154582,13.822546001854475,-68.35358461123295
25.753138038688938,-2.5935167303572766,392.9718607829922,1389.2652683116526,-0.08706889396341404,13.81505358902624,-68.72587804732997
25.795298847404165,-2.5971788870893566,393.55415700319105,1386.3598894653805,-0.08665414340807795,13.807575287459015,-69.09772581631805
25.837459656119393,-2.6008235226132017,394.1361370982417,1383.4388424093731,-0.08623757118891398,13.800039202896338,-69.46914095063792
25.87962046483462,-2.604450547587457,394.7177972184923,1380.502145133294,-0.08581860875951125,13.792381332133848,-69.84013456471851
25.921781273549847,-2.6080598514377478,395.2991311306745,1377.5498152291798,-0.08539684130944102,13.784555259692501,-70.210713946946
25.963942082265074,-2.611651310312347,395.8801311224017,1374.5818700828963,-0.08497206493755036,13.776538444723787,-70.5808814061033
26.0061028909803,-2.6152247966462348,396.4607890809523,1371.5983270951497,-0.0845443064802103,13.76833429154296,-70.95063400121293
26.04826369969553,-2.618780188831157,397.04109757818327,1368.5992039001512,-0.0841138054893604,13.759969966102986,-71.31996405682501
26.108831888081383,-2.623855982677031,397.8741454676431,1364.263433274065,-0.08349135369572781,13.747763889859419,-71.84978181271522
26.169400076467237,-2.6288939601177184,398.7064502865602,1359.8956004578208,-0.08286551510194691,13.735481434744255,-72.37866751919361
26.216250118656863,-2.6327648394141554,399.3497359796506,1356.4950868367555,-0.08237996356616109,13.726023788905872,-72.78710432070827
26.263100160846488,-2.6366129510454517,399.9925805818131,1353.0754517145187,-0.08189354308859044,13.716647256538256,-73.19495351467157
26.309950203036113,-2.6404382576946563,400.63498822784845,1349.6367227334858,-0.08140631071379509,13.707356462549654,-73.60221187628781
26.356800245225738,-2.6442407167343798,401.2769623763885,1346.1789275202182,-0.08091808668581427,13.698129472891452,-74.00888118451098
26.403650287415363,-2.6480202721920407,401.91850491291774,1342.7020935211917,-0.08042852596215079,13.6889259989676,-74.41496660928057
26.45050032960499,-2.6517768508217388,402.55961571894784,1339.206247922731,-0.07993718948333445,13.679695569503437,-74.82047513336605
26.50548131369156,-2.656155962397858,403.3114389787089,1335.0794786551728,-0.0793577189356043,13.668760833011946,-75.29563415481293
26.560462297778134,-2.660503118052436,404.06265673919813,1330.9266061025,-0.0787746390175577,13.657656767394949,-75.77001555217673
26.615443281864707,-2.6648181113717038,404.8132587880033,1326.7476729683872,-0.07818771402750599,13.646356748126657,-76.24361995428445
26.67042426595128,-2.66910073248785,405.5632345171324,1322.54272211948,-0.07759708651135509,13.63487658720108,-76.71644018431009
26.725405250037852,-2.6733507881564034,406.3125751683439,1318.3117969945429,-0.07700321798197238,13.623267565773448,-77.18846271000069
26.788223723579737,-2.678166618255871,407.16794955312173,1313.4460220420447,-0.07632152436258306,13.609934088843191,-77.72677409155936
26.85104219712162,-2.6829395344750715,408.02248567473407,1308.546465055702,-0.07563723241735414,13.596611849153534,-78.26400039708217
26.899939986979113,-2.686624970760251,408.6870768808858,1304.709320279696,-0.07510303863005877,13.586276334149726,-78.68141681419503
26.948837776836605,-2.6902842549216865,409.35116360438815,1300.8517811117276,-0.07456742701446972,13.575961580188318,-79.09816704757972
26.997735566694097,-2.693917310926104,410.01474606758194,1296.9738800501887,-0.07403015187083777,13.565638472348684,-79.51425362013389
27.046633356551588,-2.697524048342756,410.67782280883125,1293.075649425447,-0.07349090995918586,13.555271727432558,-79.92968001314561
27.09553114640908,-2.7011043633030525,411.3403908070149,1289.1571214257629,-0.0729494345803718,13.544830512808138,-80.3444489448271
27.14442893626657,-2.7046581422608003,412.0024459202763,1285.2183281747348,-0.07240555147194812,13.534294692585362,-80.75856150184326
27.20628036248021,-2.709115164830305,412.839145615586,1280.207120277149,-0.07171406244100394,13.520823135496872,-81.28143580611898
27.26813178869385,-2.713529300900247,413.67500760055253,1275.1636045663322,-0.0710188203775115,13.507209806840843,-81.80325148639523
27.32998321490749,-2.7179003293404165,414.5100243045461,1270.087846824642,-0.07032024157613241,13.493500200487516,-82.32399758952903
27.39183464112113,-2.7222280571579627,415.3441912211381,1264.9799135676335,-0.06961878087819133,13.479743467559068,-82.84366184466953
27.45368606733477,-2.726512316554069,416.177506535451,1259.8398720561295,-0.06891474252688633,13.46597118942837,-83.36223338722468
27.515537493548408,-2.7307529509778066,417.0099695193774,1254.6677901375147,-0.06820813330667473,13.452181185052684,-83.87970501209155
27.577388919762047,-2.7349497957811777,417.84157835238767,1249.4637360044821,-0.06749871518015069,13.438343861463927,-84.39607214005092
27.639240345975686,-2.739102668027005,418.6723289928485,1244.2277781255939,-0.0667861692476743,13.42442083861539,-84.91132976631494
27.701091772189326,-2.7432113661691906,419.5022151598231,1238.9599853619347,-0.0660702474154241,13.410381999142118,-85.42546967427829
27.779371596370662,-2.7483477169314106,420.55127685941034,1232.2474778325832,-0.06515923587348708,13.392434649907504,-86.07454990800154
27.84032772065141,-2.7522978584958113,421.3671990000179,1226.985335223948,-0.0644462492190738,13.37834371611387,-86.57871369335457
27.901283844932156,-2.7562044495039837,422.18225975201324,1221.692495005001,-0.06373045803124616,13.364187180329893,-87.08174962754254
27.962239969212902,-2.760067327122729,422.9964559638559,1216.3690262457571,-0.06301211446462462,13.349991100446466,-87.58364883254943
28.02319609349365,-2.763886339517007,423.8097855781592,1211.014998374787,-0.06229126920176358,13.335758842089664,-88.0844085921518
28.084152217774395,-2.767661332920992,424.62224618347886,1205.6304808049563,-0.06156776433102217,13.321470590984061,-88.58403235487648
28.145108342055142,-2.7713921401796924,425.43383374496716,1200.2155426200898,-0.060841352651485325,13.307096920889311,-89.08252708957804
28.20606446633589,-2.775078578549126,426.2445423843756,1194.7702524636366,-0.06011186372867458,13.292617368315069,-89.57989885856523
28.267020590616635,-2.7787204582384533,427.0543653607044,1189.294678670652,-0.05937932131508817,13.2780334424409,-90.0761495487633
28.327976714897382,-2.7823175959459063,427.86329659419204,1183.788889568831,-0.05864394001634271,13.263368043810436,-90.57127652580759
28.38893283917813,-2.785869824943017,428.6713317886879,1178.2529537491641,-0.05790600060058489,13.248651287684632,-91.06527484102128
28.449888963458875,-2.7893769954643557,429.47846845751855,1172.686940150547,-0.05716568322857414,13.233901680678086,-91.55814016310507
28.51759265902495,-2.793219403896958,430.37389606112447,1166.4696214604269,-0.05634058952602751,13.217473944002684,-92.10423309885108
28.585296354591023,-2.7970058448653234,431.26820919958635,1160.2153777188214,-0.055512278035691316,13.200968087916578,-92.64892499238265
28.653000050157097,-2.8007360936291414,432.1614017017189,1153.9243038911823,-0.05468047923462038,13.184350586590682,-93.19221328730924
28.72070374572317,-2.8044099100229762,433.05346544441045,1147.5964952334211,-0.053845124795659866,13.167610605599412,-93.73408993602395
28.788407441289245,-2.808027055683668,433.944392298645,1141.2320477310955,-0.053006420022111936,13.150768270021867,-94.27454007692995
28.847311060055006,-2.81112777640809,434.7185874969616,1135.6651171679819,-0.052274269284537274,13.136059446979045,-94.74356726252267
28.906214678820767,-2.8141853059719653,435.4919149925485,1130.0705918010958,-0.051539996557285216,13.121315598253165,-95.21148668234243
28.96511829758653,-2.8171995198410236,436.26437270927005,1124.4485372113022,-0.050803603879351,13.106534632215526,-95.67828670038361
29.02402191635229,-2.820170291201874,437.0359581757111,1118.799019595148,-0.05006496879832469,13.091700198630688,-96.14395825730116
29.093380170438184,-2.823612457656548,437.9433667617494,1112.1116686931855,-0.049192156401714406,13.074137551987048,-96.69082517048722
